word,sentence,wakati
ぶらしな,"行き は ぶらぶら し ながら 行け た し 、 帰り は 送迎 バス が あっ た から 
",0
すいとこ,"コンビニ も 行き やすい ところ に ない 
",0
するばか,"朝食 有り で 宿 を 選ん だ し 、 それ 込み で 支払っ た 代金 な のに 、 宿 側 の 不手際 で 提供 さ れ なかっ た に も 関わら ず 「 無料 だ から 」 を 強調 する ばかり で 何 の 補填 も 出来 ない と ', 
",0
するばか,"係 の 方 は か細い 日本語 で 「 列 に 並ん で ください … 」 と オタオタ する ばかり で 、 何 の 役 に も 立っ て い ませ ん でし た ', 
",0
するばか,"フロント で も 相談 し まし た が 、 丁寧 な 言葉 は 使い ます が 「 でき ませ ん 」 「 無理 です 」 と 返事 する ばかり で 何 も 考え て も くれ ませ ん でし た ', 
",0
するばか,"否定 、 拒絶 する ばかり で 話 に も なら なかっ た ', 
",0
するばか,"何 回 か 利用 し て いる が 、 サービス は 低下 する ばかり でしょ う か 
",0
ぶすこと,"前述 の 通り 、 近く の お 店 で 時間 を つぶす こと も でき ず 、 疲れ た 体 と 重い 荷物 を 担い で 1 時間 列 に 並び 、 とても 疲れ まし た ', 
",0
ぶすこと,"12 時 に 友人 と 待ち合わせ を し て い た ので 、 外 で 時間 を つぶす こと に なり 、 事前 に 分かっ て いれ ば 他 の ホテル を 予約 し た のに ・ ・ ・ と 、 とても 迷惑 し まし た 
",0
ことごと,"気に入っ た ので ずっと 利用 し て き た 東横 イン です が 、 今回 は ことごとく 残念 です ', 
",0
ことごと,"しかし 、 教え て もらっ た 所 は ことごとく 閉店 し て おり 、 リゾート で 散々 歩き疲れ た 挙句 に かなり の 距離 を 歩き まし た ', 
",0
ことごと,"それ は 、 ホテル に対して 求める ホスピタリティ が 、 ことごとく 裏切ら れる から で 、 今回 利用 し た この ホテル も 同様 でし た ', 
",0
ことごと,"VOD プラン で 予約 し て い た ものの 、 何 の 準備 も さ れ て おら ず 、 映画 の 音声 は ことごとく 小さく （ MAX に し て も ボソボソ 聴こえる 程度 ） 、 UB 内 に は 大量 の 毛髪 が あり 、 高速 道路 の 騒音 が 眠り の 妨げ に なる など 、 残念 ながら 全く 寛げ ず 、 疲れ だけ が 残り まし た 
",0
すること,"もう 利用 する こと は ない か なぁ ', 
",0
すること,"駅 の 反対 側 に 飲食 店 が ある のに 駅 を 通行 する の に 入場 料 が 発生 する こと の 案内 も 何 も なく 、 他 の 所 と 比べ て 凄く 不親切 な ところ だ と 思っ た ', 
",0
すること,"大きな テーブル を 置く べき だ と 考え ない の だろ う か ？ これから は 前 の 口コミ を 十分 に チェック し て から 予約 を する こと を 考え たい ', 
",0
すること,"もう 二度と 利用 する こと は あり ませ ん ', 
",0
すること,"今後 、 東横 イン を 選択 する こと は 、 まず ない でしょ う ', 
",0
すること,"もう ２ 度 と ここ は 利用 する こと は 無い と 思い ます ', 
",0
すること,"がっかり です ！ もう 利用 する こと は ない です ', 
",0
すること,"もう 二度と 利用 する こと は あり ませ ん ', 
",0
すること,"無料 駐車 場 は いっぱい で 、 結局 1 , 700 円 の 駐車 料金 を 別に 負担 する こと に なり まし た ', 
",0
すること,"ホテル に 折り返し 電話 を し た ところ 、 日付 の 間違い に 気づき 、 どう すれ ば よい か 確認 する と 「 日 が 変わっ て しまっ て いる 上 、 楽天 で 決済 を し て いる ので どう する こと も 出来 ませ ん 」 と 言わ れ まし た ', 
",0
すること,"最終 的 に は 予約 の 確認 が 取れ た が 、 今後 、 この ホテル グループ は 2 度 と 利用 する こと は ない ', 
",0
すること,"せっかく 予約 し まし た が とても 泊まる 気持ち に は なれ ず 宿泊 する こと なく 帰っ て き まし た ', 
",0
すること,"週末 の 観光 利用 で の 宿泊 、 また 繁華 街 を 利用 する 方 でし たら 満足 の いく レベル だ と 思い ます が 、 金沢 市内 の ホテル を 色々 と 宿泊 し て おり 、 繁華 街 を 利用 する こと の 無い 私 にとって は 多く の 疑問 点 が 見つかり まし た ', 
",0
すること,"順番 守ら ない 人 が い て も 受付 は 注意 する こと なく 
",0
すること,"どういう 教育 を この ホテル は し て いる か 大きな 疑問 ', 
",0
すること,"ゆっくり 食事 する こと が でき ず 残念 でし た ', 
",0
すること,"とりあえず 本当に 無理 な の か 誰 か に 相談 する こと も し て い ませ ん でし た ', 
",0
