word,sentence,wakati
じゃーから,"この 日 は ふろ ん と 責任 者 が い なかっ た ため 、 「 後日 で 構わ ない ので 、 この 顛末 について 支配人 もしくは ま ねー じゃ ー から 説明 を し て もらい たい 
",0
ぶらしな,"行き は ぶらぶら し ながら 行け た し 、 帰り は 送迎 ば す が あっ た から ', 
",0
ぶらしな,"べ っ ど 周り を 囲む よう に 大量 に 置か れ て い た ごみ ( 生 ごみ や 牛乳 ぱっくまで 捨て て あり まし た ) や たおる と 歯 ぶら し など の 私物 が あり 、 机 など 分かり やすい 所 に 前 の 人 の 髪の毛 など が 落ち て い まし た ', 
",0
ぶらしな,"部屋 に 歯 ぶら し なし ', 
",0
ぶらしな,"あめ にて ぃも 歯 ぶら し しか 置い て い なく て 、 ひ げ そり 、 ぶら し など は なかっ た ', 
",0
ぶらしな,"施設 の 定期 点検 は いったい どう なっ て いる の だろ う ？ ２ ． 歯 ぶら し など の あめ にて ぃ が 一切 無かっ た ', 
",0
ぶらしな,"酔っ払っ て ち ぇっくいんしたことと 歯 ぶら し など は 持っ て い た ため 実際 困る こと は 無かっ た ものの 、 「 東横 いん さん の こす と だ うん も ここ まで き た か ！ 」 と 思っ た もの です ', 
",0
ぶらしな,"部屋 に は 子供 用 の 浴衣 やす りっぱ 、 歯 ぶら し など の あめ にて ぃも 用意 は なく 、 たおる も 大人 3 名分 のみ の ご 用意 でし た ', 
",0
ぶらしな,"日本人 の 方 で 公共 の 乾燥 機 で 泥 だらけ の す に ー か ー を 乾かす 方 は まず い ない ので わざわざ 注意 書き も ない です が 、 大 浴場 に 備え付け の ぶら し など を わし づか み に し て 帰ら れる 姿 を 見る と 、 文化 の 違い と は いえ 同じ 所 で 滞在 する と 不愉快 な こと が 見受け られ まし た ', 
",0
ぶらしな,"子ども 用 の す りっぱ は ある が 、 子ども 用 歯 ぶら し など は 聞か れ ず ', 
",0
ぶらしな,"それなり の ほてる だ と 浴衣 ・ 歯 ぶら し など も 一緒 に 聞か れる が 言わ れ た もの だけ 用意 ', 
",0
ぶらしな,"歯 ぶら し など 置く 場所 が なく 便器 の 貯水 たん くに 置く など 衛生 的 に も 良く ない の で は ？ もう 二度と 泊まり たく ない です ', 
",0
ぶらしな,"・ え こ という 名 の 不衛生 ・ 狭い ・ 浴室 の 床 が 滑り やすい ・ しゃ わ ー の 湯量 調節 が でき ない \ u 3000 （ 勢い よく 出る か 、 止まる か のみ ） ・ え あこ ん の 風向 調整 が でき ない \ u 3000 （ 固定 方向 で 開口 か 、 閉口 ） ・ 電話機 のぼ たん の 接触 不良 \ u 3000 （ 押す と 固着 し て 戻っ て き にく いぼた ん が ・ ・ ・ ） ・ ふろ ん と の 対応 が 雑 \ u 3000 （ 質問 に対し 適切 に 説明 し ない ＝ 事実 上 の 説明 拒否 ） ・ えれ べ ー た ど あ 前 に あめ にて ぃ 用品 を 放置 \ u 3000 （ 交換 用 の 新品 歯 ぶら し など が 大量 に 入っ たび に ー る 袋 ） ・ 近く に ふ ぁみり ー ま ー と が ある 他 の ほてる ( あ ぱほてる 以外 ) が 同じ 価格 で いかに 良質 な 価値 ある さ ー びす を 提供 し て いただい て いる か を 認識 する こと が でき まし た ', 
",0
ぶらしな,"なんか 前 より 宿泊 者 少なく 感じる けど 、 風呂 の 蛇口 、 点灯 し ない 足元 灯 、 歯磨き する と 毎回 毛 が 抜ける 歯 ぶら し なん か を 変える だけ で すごく 良く なり ます よ ', 
",0
ぶらしな,"くし はぶ らし なので 男性 に は 面倒 ', 
",0
ぶらしな,"靴べら や 、 ぶら し など が 何処 に ある の か さがし た ', 
",0
ぶらしな,"お 風呂 場 の 歯 ぶら し 歯 ぶら し など を 立て て おく け ー す です が ', 
",0
ぶらしな,"3 日 目 、 歯 ぶら し なし ', 
",0
ぶらしな,"過去 に も あり まし た が 、 しゃ わ ー と いれ が 故障 ！ よって 部屋 を 変え て もらい まし た が 、 冷蔵庫 なし 、 たおる なし 、 歯 ぶら し なし 、 足 ふき まっ と なし 、 さらに しゃ わ ー と いれ が 故障 の 部屋 でし た 
",0
すいとこ,"こん びにも 行き やすい ところ に ない 
",0
こんから,"設備 は 、 全て 最新 の 物 です が 、 しゃ ー ぷのえあこんから 超 低 周波 音 が 気 に なっ て 寝 れ ませ ん でし た ', 
",0
こんから,"仕方 なく 我慢 し まし た が 、 夜中 に 物音 で 目覚める と え あこ ん から 水 漏れ が 発生 し て おり 、 え あこ ん 下 の 机 に 置い て あっ た の ー と PC が 水滴 被害 の 状況 でし た ', 
",0
こんから,"）\ u 3000 ・ え あこ ん から 強烈 な たばこ 臭 が し た ', 
",0
こんから,"それと 肝心 な こと です がち ぇっくいんの 時 、 ぱそこん から 申し込ん で 名前 を 申請 し て いる ので 、 受付 で 住所 のみ に し て もらえ ませ ん か ？ 時間 が かかり すぎ ます ', 
",0
こんから,"部屋 に 設置 し て ある え あこ ん から 噴出 す 風 の 臭い が 臭い ので 清掃 を お願い し ます ', 
",0
こんから,"初めて 泊まり まし た が 、 繁華 街 から 少し 離れ て い て 、 飲み に 行く に は 少し 不便 だ と 感じ まし た \ u 3000 駐車 場 は 近く に ある の です が 、 私的 に は 高い 感じ でし た \ u 3000 部屋 に 入り え あこ ん を つける と 、 臭い 匂い が 充満 \ u 3000 禁煙 室 に 入っ た はず です が 、 たばこ 臭 が え あこ ん から し て くる \ u 3000 色んな ほてる に 泊まり まし た が 、 久しぶり に 嫌 な 気分 に なっ た の を 覚え て い ます \ u 3000 部屋 着 も １ 種類 で 、 私 に は 小さく て 使用 出来 ませ ん でし た \ u 3000 多分 、 この ほてる を 選ぶ 事 は 無い と 思い ます ', 
",0
こんから,"え あこ ん から ごみ が 落ち て くる ', 
",0
こんから,"部屋 は 綺麗 で 清潔 でし た が 、 備え付け の 机 ( てれ び の 横 、 こん せん と の 近く 、 通常 ぱそこん や 荷物 を 置く で あろ う 所 ) に 置い て い た 靴下 と 電子 機器 が 、 真上 に あっ た え あこ ん から の 水 漏れ で びしょびしょ に なり まし た ', 
",0
こんから,"また 喫煙 者 だ が 、 え あこ ん から 出 て くる たばこ の 匂い が 酷く 気 に なる ', 
",0
こんから,"しかし 、 え あこ ん （ 冷房 ） を 運転 し た 途端 に 状況 は 一変 、 え あこ ん から の 風 が 非常 に かび臭く て 、 辛抱 できる れ べ る で は あり ませ ん ', 
",0
こんから,"え あこ ん から は 温かい 風 は 出 て いる の です が 、 まったく きき ませ ん でし た ', 
",0
こんから,"え あこ ん から 雫 が 一 晩 中 垂れ て た （ 怒 ） 朝 に なっ て 気がつい た 時 に は 既に 遅く 、 買っ た ばかり の DS 濡れ てる し （ 怒 ）', 
",0
こんから,"また え あこ ん から 吹く 風 が これ また すごい ', 
",0
こんから,"上 の 部屋 の 排水 設備 の 音 が かなり 響き 、 え あこ ん から の 変 な 音 で 朝 4 時 起こさ れ まし た ', 
",0
こんから,"え あこ ん から も 臭い 臭い が し て おり 、 室内 は 快適 という 訳 で は あり ませ ん でし た ', 
",0
こんから,"まず え あこ ん から 異臭 が し て 臭かっ た です ', 
",0
こんから,"部屋 の え あこ ん はず っと 音 が し て 寝 れ ない ので 夜 は 使え ませ ん でし た 部屋 の 壁 は 破れ て いる し 、 し ー つ も 染み が 目立ち まし た 大 浴場 の え あこ ん から 滴 が 垂れ て まし た 、 ちょうど 脱ぎ 着 する 場所 の 上 で 頭 の 上 から 滴 が 落ち て き て 不快 でし た 洗う ところ も 少なく 順番 待ち し て いる 人 も い まし た 接客 し て くださっ た 方 たち は とても 優しく 、 分かり やすかっ た です ただ 、 次 の 利用 は し たい と は 思え ない 設備 でし た 残念 でし た ', 
",0
こんから,"また 、 え あこ ん から は 、 からから と 異常 音 が し て うるさく て 苦痛 でし た ', 
",0
こんから,"え あこ ん から 匂い が 酷く 、 黄ばみ も ある のに 、 禁煙 と 言い張る の は 虚偽 だ と 思い ます ', 
",0
こんから,"え あこ ん から 白い 煙 出 た の は ち ぇっくあうと 時 に 言い まし た ', 
",0
こんから,"え あこ ん から も せっかく 設置 し て ある 空気 清浄 機 から も 、 たばこ の 匂い が 吹き出 て い まし た ', 
",0
こんから,"建物 が 古く て も 清掃 が 行き届い て いれ ば 気持ちよく 過ごせる もの だ が 、 埃 だらけ の え あこ ん から 出 て くる 埃 だらけ の 空気 を 吸う の か と 思う と 気分 が 悪く 、 寒い 中 え あこ ん を つけ ず に 過ごし た ', 
",0
こんから,"それ より も 天井 の え あこ ん から 流れる 空気 が 当たっ て 気 に なる 珍しい 場所 に 設置 し て ある ', 
",0
こんから,"え あこ ん から 噴き出し 口 から 気持ち 温かい 風 が で ます が 、 部屋 全体 が 温まる 訳 も なく 足元 から 冷え 風邪 を ひき まし た ', 
",0
こんから,"喫煙 る ー む でし た が 、 え あこ ん を 入れ た 途端 、 え あこ ん から 臭い 匂い が ', 
",0
こんから,"また 、 え あこ ん から は 水 が 垂れ 、 内部 の ふ ぁんも 黒 かび が 目立っ て い まし た ', 
",0
こんから,"
",0
こんから,"もし ぱそこん など が 置い て あっ たら と 思う と … 考え られる と し たら 、 え あこ ん から 出 た の で は ない か と 思い ます が 、 実際 は よく 分かり ませ ん ', 
",0
こんから,"え あこ ん から 出 て え くる 温 風 は とても 臭く 耐え られ そう も ない ので 暖房 を 使わ ず に 寝 まし た 
",0
するばか,"朝食 有り で 宿 を 選ん だ し 、 それ 込み で 支払っ た 代金 な のに 、 宿 側 の 不手際 で 提供 さ れ なかっ た に も 関わら ず 「 無料 だ から 」 を 強調 する ばかり で 何 の 補填 も 出来 ない と ', 
",0
するばか,"ふろ ん と でも 相談 し まし た が 、 丁寧 な 言葉 は 使い ます が 「 でき ませ ん 」 「 無理 です 」 と 返事 する ばかり で 何 も 考え て も くれ ませ ん でし た ', 
",0
するばか,"否定 、 拒絶 する ばかり で 話 に も なら なかっ た ', 
",0
するばか,"何 回 か 利用 し て いる が 、 さ ー びすは 低下 する ばかり でしょ う か 
",0
ぱんもお,"無料 さ ー びすなので 贅沢 は 求め ませ ん が 、 ぱんもおにぎりもさらだも 味噌汁 も 全部 から ', 
",0
ぱんもお,"食事 も 、 行っ たら 、 ぱんもおにぎりもなし 
",0
ぎりもさ,"無料 さ ー びすなので 贅沢 は 求め ませ ん が 、 ぱんもおにぎりもさらだも 味噌汁 も 全部 から 
",0
たっふが,"開店 し て すぐ に 泊まり に 行っ た から 、 すたっ ふ が 足り なかっ た の か 、 ち ぇっくいんに 長蛇 の 列 が でき て い まし た ', 
",0
たっふが,"すたっ ふ が 少なく て お 忙し そう で 手 が 回ら ない 様子 に お 見受け し まし た ', 
",0
たっふが,"東横 いん は 女性 すたっ ふ が 売り の よう だ が 、 何気な いふ たっ ふ 同士 の おしゃべり も 気 に なる ', 
",0
たっふが,"仕方 なし に ふろ ん と まで 降りる と 、 対応 し た と 思わ れる 男性 すたっ ふ が 保留 の ま まち ぇっくいん 対応 を し て いる ', 
",0
たっふが,"なぜ 他 の すたっ ふ が 出 て 来 ない の か ？ 流石 に もう少し 対応 を 改善 し て いただき たい ', 
",0
たっふが,"ふろ ん と すたっ ふ の 仕事 ぶり を 見る と 、 日本 すたっ ふ が 3 ～ 4 人 さばく 間 、 外国 人 すたっ ふ は 一 人 も さばけ ない ', 
",0
たっふが,"なので すたっ ふ が 沢山 い て も 大 渋滞 … ', 
",0
たっふが,"えれ べ ー たで はえれ べ ー た 内 が 映し出さ れ て おり 、 掃除 すたっ ふ が 行っ たり 来 たり で えれ べ ー た ー が 来 ない … ', 
",0
たっふが,"ただ 、 深夜 に 戻っ た 際 に 対応 し て いただい た 女性 の すたっ ふ が ちょっと 無愛想 だっ た の が ・ ・ ・ ', 
",0
たっふが,"ち ぇっくいんの 時間 が 遅かっ た せい か 、 他 の 口こみ で ある よう な 
",0
たっふが,"時間 待ち は なかっ た が 、 先 に 送っ て い た 荷物 が 見つから ず 、 すたっ ふ が 探し回る の を かなり 待っ た 挙げ句 、 玄関 の 自動 ど あ 横 に あっ た 棚 影 に 置か れ て い た ので 驚い た ', 
",0
たっふが,"到着 し て 気がつい た の です が 、 ち ぇっくいん 待ち の 多 さ に 愕然 と し まし た 、 ふろ ん と は ５ 人 受付け 出来る す ぺ ー す が 、 ある の に すたっ ふ が 足り ない みたい で 、 最初 は ３ 人 でし た が 、 交代 か ？ はた また 、 帰宅 か で ２ 人 に なり 、 膨大 な お客 さん を 相手 に 頑張っ て はり まし た が 、 捌き きれ ず に 、 なんと ち ぇっくいんまで 、 約 ３ 時間 も 長い 行列 に 並ん で まし た ', 
",0
たっふが,"ち ぇっくいんで 並ん で いる とき 、 ふろ ん と の 男性 すたっ ふ が 何 度 も 無言 で 目 の 前 を 横切り 、 順番 を 抜かし た 客 を 先 に 対応 し た の が とても 不愉快 ', 
",0
たっふが,"一番 不愉快 だっ た の が 、 清掃 すたっ ふ が 大声 で 話し て い た こと ', 
",0
たっふが,"すたっ ふ が 最低 れ べ る で 問題 あり でし た ', 
",0
たっふが,"まず 、 ち ぇっくいん 時 に 準備 し て いただい た か ー どき ー を すたっ ふ が 紛失 ', 
",0
たっふが,"その後 渡さ れ た か ー どき ー で 、 部屋 の 解 錠 が でき ず に 部屋 と ふろ ん と を 往復 さ せ られ 、 4 度目 に すたっ ふ が 同行 も やはり 解 錠 でき ず 、 その 階 の えれ べ ー た ー 前 で 待つ よう に 言わ れ た ', 
",0
たっふが,"挙句 の 果て に その か ー ど を すたっ ふ が 紛失 ', 
",0
たっふが,"二 人 しか い ない すたっ ふ が 二 人 とも 目 の 前 の 宿泊 客 より 電話 を 優先 する 有様 ', 
",0
たっふが,"慣れ て ない の か 、 ふろ ん と すたっ ふ が 手際 が 悪い 上 に 無愛想 ', 
",0
たっふが,"どうやら 、 東横 いんか ー どの 入会 を ふろ ん と すたっ ふ が 一 人 づつ 勧誘 し て い た ', 
",0
たっふが,"特定 の 誰か が 悪い とか で なく 、 関わっ た すたっ ふ が 全員 態度 が 悪い ', 
",0
たっふが,"また 、 え あこ ん が 壊れ て しまっ た こと は しょうが ない に せよ 、 部屋 の 変更 を すたっ ふ が 促し て おい て 部屋 を 変更 する まで に 、 時間 が 掛かり すぎ ', 
",0
たっふが,"一度 え あこ ん を ＯＦＦ － ＯＮ し て 、 様子見 で すたっ ふ が 戻っ た 際 に 、 移動 先 の 部屋 を 用意 し て おく の が さ ー びす だ と 思う の です が … こちら は 部屋 が 寒く て 困っ て いる と 思わ ない の でしょ う か … ？ ？ ま たち ぇっくあうとの 際 も 、 部屋 が 変わっ て いる こと を 把握 し て おら ず 領収 書 が すぐ に 出 て こ ない … こちら は 急い で いる のに … まあ 、 よほど 周辺 ほてる で 予約 が でき ない 以外 に は 使用 する こと は ない でしょ う ね ', 
",0
たっふが,"すたっ ふ が ・ ・ ・ 残念 ！ ！ 朝食 の 担当 の 方 は 元気 で ＯＫ ！！', 
",0
たっふが,"型 に はまっ た こと しか 出来 ない すたっ ふ が 多 すぎ ます （ 特に 若い 女性 ） 最後 に 食事 の 時 に 使う 箸 、 もっと よく 洗っ て ください ', 
",0
たっふが,"ち ぇっくいんして 、 宿泊 の 代金 の 支払い を し て いる 途中 に 電話 が 鳴り 、 私 たち を 対応 し て いる すたっ ふ が 普通 に 電話 に で て 、 電話 で 話し ながら お釣り を 渡し て き た の は 、 ちょっと どうか 思い まし た ', 
",0
たっふが,"その 場 を 立ち去る とき に ふろ ん と の すたっ ふ が 出 て き て 駐車 場 すたっ ふ に 状況 を 聞い て い た が 、 その後 何 も 対応 が 無かっ た ', 
",0
たっふが,"今回 は 楽天 から 予約 し て 支払い 済ん で いる のに か ー ど で 支払わ せ られ たり ( 夜 戻っ た 時 に 他 の 男性 すたっ ふ が 返金 処理 し て くれ た )、 ３ 時 ち ぇっくいん 可能 で 、 ２ 時 ５ ０ 分 頃 に 行っ て も 、 ３ 時 に しか 入れ て くれ ない し 、 名前 は 忘れ まし た が 、 ふろ ん と に い た 女性 すたっ ふ 、 対応 、 最低 、 最悪 です ', 
",0
たっふが,"しかも 、 もう 一 人 の すたっ ふ が 研修生 の よう でし た ので 、 こちら の 方 は ある程度 仕事 に なれ た 方 だ と 思い ます が … ) 即答 で 「 時間 に なら ない と 無理 です 」 みたい な 対応 を さ れ まし た ', 
",0
たっふが,"ち ぇっくあうとの 際 に 領収 書 を 会社 名 で お願い し ます と お願い し ます と 男性 の すたっ ふ が 用意 を し て 途中 まで 記入 し て くれ て いる と 隣 の 女性 すたっ ふ の 方 が 楽天 から 申し込ん です から 楽天 に 言っ て と 大きな 声 で 言わ れ て 、 ち ぇっくあうとの 混ん で いる 時間 帯 に 多数 の 人前 で 恥ずかしく 虚しい 思い を し まし た ', 
",0
たっふが,"・ ふろ ん と の 男性 すたっ ふ が 不快 ', 
",0
たっふが,"ふろ ん と に ３ 人 は すたっ ふ が い た のに 感じ が 悪かっ た です ', 
",0
たっふが,"さ ー びす 面 で よかっ た ところ は 、 朝食 終了 間際 の とき に 女性 すたっ ふ が 「 もうすぐ 終了 です が 、 お かわり し ない です か 」 と 声 かけ し て い た こと 、 ち ぇっくあうとするときに 対応 し て くれ た 黒髪 の 女性 すたっ ふ の 笑顔 が 素敵 だっ た こと ', 
",0
たっふが,"ふろ ん と の 女性 すたっ ふ が 早口 な 上 に 客 の 顔 を 見 ず に 下向き で 説明 さ れ まし た ', 
",0
たっふが,"立体 駐車 場 だ が ばっ く で と れい に 載せ なけれ ば なら ず 、 誘導 すたっ ふがいない の は 危険 極まりない ', 
",0
たっふが,"ふろ ん とも 二 人 すたっ ふ が 居 まし た が 一 人 が 外国 人 の 方 に 掛り っきり で 、 もう 一 人 で 他 の 客 対応 や 電話 も 受け て た ため 結構 待たさ れ まし た ', 
",0
たっふが,"が 、 大勢 の 人 が 来る ため か 、 ふろ ん と すたっ ふ が 愛想 が なく あまり 好 印象 で は あり ませ ん でし た ', 
",0
たっふが,"【 女性 すたっ ふ が 返事 し ない 】 全て の 質問 に 、 こちら が 答え て いる のに 「 はい 」 「 承知 し まし た 」 など の 返事 が なく 、 下 を 向い て 字 を 書く 、 荷物 札 を 準備 する など 、 次 の 作業 を し て いる こと が 不快 に 感じ まし た ', 
",0
たっふが,"すると 、 女性 すたっ ふ が 大声 で 笑い だし 「 大変 失礼 致し まし た 」 と 笑い ながら 言い まし た ', 
",0
たっふが,"翌朝 、 苦情 を 申し上げ に ふろ ん と へ 行き 判明 し た の です が 、 何 と その 女性 すたっ ふ が 支配人 でし た ', 
",0
たっふが,"ち ぇっくあうと 時 に ふろ ん と すたっ ふ が １ 人 の ため \ u 3000 待たさ れ 、 立体 駐車 場 の 出庫 方法 の 説明 も あり ませ ん でし た ', 
",0
たっふが,"部屋 は 清潔 感 も あり ます し 、 あめ にて ぃさ ー びすはいいのですが 、 ふろ ん と すたっ ふ が ほてる ま ん と いう より れん たる し ょっぷの 店員 の よう で 残念 でし た ', 
",0
たっふが,"ち ぇっくあうと 時 に 立体 駐車 場 の 操作 を すたっ ふがいない ため 自分 で やる よう 言わ れ まし た ', 
",0
たっふが,"立体 駐車 場 の 出し入れ に すたっ ふ が 立ち会わ ない なんて 初めて でし た ', 
",0
たっふが,"口こみ に も ある よう に ち ぇっくいん 時 に すたっ ふ が 面倒臭 そう に ・ ・ ・ ち ぇっくあうと 時 外国 旅行 者 の 団体 と かぶっ て しまい いつ まで も 待たさ れる 始末 ', 
",0
たっふが,"しる ば ー うい ー く 中 のち ぇっくいん 時 に すたっ ふ が 2 人 、 内 1 人 は 研修 中 の 名札 ', 
",0
たっふが,"夜中 に ほてる すたっ ふ が 部屋 に やって来 て 「 他 の 部屋 から 話し声 が うるさい と くれ ー む が 来 てる から 静か に し て 下さい 」 と ', 
",0
たっふが,"過去 に き た 時 は 、 丁寧 で 感じ よかっ た の に すたっ ふ が 最悪 だ ', 
",0
たっふが,"○ 悪かっ た 点 事前 に お 聞き し たい こと が あり 電話 し た 際 に 対応 し た 女性 の すたっ ふ が 、 「 ん ー・・・ 、 えっ と ねぇ ー 、 無理 です ね ～」 と 信じ られ ない 口調 の 対応 でし た ', 
",0
たっふが,"受付 で 、 ほか の お客 さん と すたっ ふ が とら ぶっ て い た こと も あっ て 、 あまり よい 印象 が もて ませ ん でし た ', 
",0
たっふが,"そこ に すたっ ふ が い て 、 お に ぎりがらっぷに 包ま れ て いる せる ふ な ん です が 、 取っ たら だめ です ７ 時 から です という 返答 、 融通 が 利か ない ', 
",0
たっふが,"料金 、 立地 、 設備 等 は ぷらんの 内容 から み て 妥当 だ と 思う が 、 中国人 を 中心 と し た 東南 あじ あ 観光 客 の ま なー の 悪 さ ( ろ び ー で の 食事 、 所 構わ ぬ 大声 で の 会話 など ) に 、 ふろ ん と 等 の すたっ ふ が 「 注意 等 の 対応 を 何 も し ない 」 、 結局 「 日本人 が がまん する しか ない 」 状態 だっ た ', 
",0
